aligner,instance,time,ram,sp,tc
kalign,benchmarks/bralibase/data-set2/aln108.tfa,0.005650951,4068,0.962,0.96
kalign2,benchmarks/bralibase/data-set2/aln68.tfa,0.002616331,1820,0.938,0.93
kalign,benchmarks/bralibase/data-set2/aln109.tfa,0.003656013,4088,0.082,0.08
kalign2,benchmarks/bralibase/data-set2/aln69.tfa,0.002249296,1896,0.62,0.61
kalign,benchmarks/bralibase/data-set2/aln11.tfa,0.003998697,4248,1,1
kalign2,benchmarks/bralibase/data-set2/aln7.tfa,0.004280967,1808,1,1
kalign2,benchmarks/bralibase/data-set2/aln70.tfa,0.00275809,1780,1,1
kalign,benchmarks/bralibase/data-set2/aln110.tfa,0.005449517,4240,0.456,0.45
kalign2,benchmarks/bralibase/data-set2/aln71.tfa,0.002282898,1800,0.74,0.73
kalign,benchmarks/bralibase/data-set2/aln111.tfa,0.003113555,4240,0.125,0.12
muscle,benchmarks/balibase/RV30/BB30014.tfa,0.105653061,9692,0.875,0.51
kalign2,benchmarks/bralibase/data-set2/aln72.tfa,0.002571978,1756,0.592,0.59
kalign,benchmarks/bralibase/data-set2/aln112.tfa,0.003677424,4096,0.197,0.19
kalign2,benchmarks/bralibase/data-set2/aln73.tfa,0.003402205,1796,0.972,0.97
kalign,benchmarks/bralibase/data-set2/aln113.tfa,0.005159347,4260,0.219,0.21
kalign2,benchmarks/bralibase/data-set2/aln74.tfa,0.00216407,1720,0.75,0.75
kalign,benchmarks/bralibase/data-set2/aln114.tfa,0.002777382,4088,0.227,0.22
kalign2,benchmarks/bralibase/data-set2/aln75.tfa,0.002651664,1792,0.681,0.68
kalign,benchmarks/bralibase/data-set2/aln115.tfa,0.006975292,4264,0.349,0.34
kalign2,benchmarks/bralibase/data-set2/aln76.tfa,0.002870658,1708,0.958,0.95
kalign,benchmarks/bralibase/data-set2/aln116.tfa,0.006138764,4188,0.119,0.11
kalign2,benchmarks/bralibase/data-set2/aln77.tfa,0.002729569,1824,0.952,0.95
kalign,benchmarks/bralibase/data-set2/aln117.tfa,0.003057592,4188,0.908,0.9
kalign2,benchmarks/bralibase/data-set2/aln78.tfa,0.002681746,1756,0.976,0.97
muscle,benchmarks/balibase/RV30/BB30015.tfa,0.095871654,7560,0.548,0.33
kalign,benchmarks/bralibase/data-set2/aln118.tfa,0.003943782,4244,1,1
kalign2,benchmarks/bralibase/data-set2/aln79.tfa,0.002379074,1716,0.855,0.85
kalign,benchmarks/bralibase/data-set2/aln119.tfa,0.003678985,4096,0.964,0.96
kalign2,benchmarks/bralibase/data-set2/aln8.tfa,0.003580718,1884,0.959,0.95
kalign,benchmarks/bralibase/data-set2/aln13.tfa,0.004527563,4264,1,1
kalign2,benchmarks/bralibase/data-set2/aln80.tfa,0.004944582,1716,0.406,0.4
kalign,benchmarks/bralibase/data-set2/aln14.tfa,0.004533984,4228,0.986,0.98
kalign2,benchmarks/bralibase/data-set2/aln81.tfa,0.00260334,1740,0.507,0.5
kalign,benchmarks/bralibase/data-set2/aln15.tfa,0.003519663,4092,0.465,0.46
kalign2,benchmarks/bralibase/data-set2/aln82.tfa,0.002849097,1864,0.963,0.96
kalign2,benchmarks/bralibase/data-set2/aln83.tfa,0.002535595,1708,0.5,0.5
kalign,benchmarks/bralibase/data-set2/aln16.tfa,0.008444204,4248,0.958,0.95
kalign2,benchmarks/bralibase/data-set2/aln84.tfa,0.00260134,1756,0.94,0.93
kalign,benchmarks/bralibase/data-set2/aln17.tfa,0.003828565,4128,0.958,0.95
kalign2,benchmarks/bralibase/data-set2/aln85.tfa,0.002782492,1724,0.943,0.94
kalign,benchmarks/bralibase/data-set2/aln18.tfa,0.004021868,4132,1,1
kalign2,benchmarks/bralibase/data-set2/aln86.tfa,0.002958665,1764,0.955,0.95
kalign,benchmarks/bralibase/data-set2/aln19.tfa,0.003492831,4188,0.958,0.95
kalign2,benchmarks/bralibase/data-set2/aln87.tfa,0.002892851,1896,0.864,0.86
kalign2,benchmarks/bralibase/data-set2/aln88.tfa,0.001974156,1872,0.958,0.95
kalign,benchmarks/bralibase/data-set2/aln2.tfa,0.006209389,4260,0.973,0.97
kalign2,benchmarks/bralibase/data-set2/aln89.tfa,0.002371464,1712,0.958,0.95
kalign,benchmarks/bralibase/data-set2/aln20.tfa,0.005824413,4096,0.795,0.79
kalign2,benchmarks/bralibase/data-set2/aln9.tfa,0.00346898,1844,1,1
kalign,benchmarks/bralibase/data-set2/aln21.tfa,0.005007697,4088,1,1
kalign2,benchmarks/bralibase/data-set2/aln90.tfa,0.004362262,1900,0.644,0.64
kalign,benchmarks/bralibase/data-set2/aln22.tfa,0.004213042,4128,1,1
kalign2,benchmarks/bralibase/data-set2/aln91.tfa,0.00447435,1764,0.536,0.53
kalign,benchmarks/bralibase/data-set2/aln23.tfa,0.003738678,4264,0.643,0.64
kalign2,benchmarks/bralibase/data-set2/aln92.tfa,0.002009249,1792,0.5,0.5
kalign2,benchmarks/bralibase/data-set2/aln93.tfa,0.002590529,1776,0.657,0.65
kalign,benchmarks/bralibase/data-set2/aln24.tfa,0.004722327,4248,0.543,0.54
kalign2,benchmarks/bralibase/data-set2/aln94.tfa,0.002923312,1772,0.985,0.98
kalign,benchmarks/bralibase/data-set2/aln25.tfa,0.010894164,4088,1,1
kalign2,benchmarks/bralibase/data-set2/aln95.tfa,0.002214863,1812,0.522,0.52
kalign,benchmarks/bralibase/data-set2/aln26.tfa,0.004090132,4244,0.77,0.77
kalign2,benchmarks/bralibase/data-set2/aln96.tfa,0.003068562,1856,0.358,0.35
muscle,benchmarks/balibase/RV30/BB30016.tfa,0.323098397,14832,0.199,0
kalign,benchmarks/bralibase/data-set2/aln27.tfa,0.004417945,4296,0.716,0.71
kalign2,benchmarks/bralibase/data-set2/aln97.tfa,0.002424158,1752,0.522,0.52
kalign,benchmarks/bralibase/data-set2/aln28.tfa,0.003883849,4192,0.918,0.91
kalign2,benchmarks/bralibase/data-set2/aln98.tfa,0.002711528,1904,0.394,0.39
kalign,benchmarks/bralibase/data-set2/aln29.tfa,0.008836191,4088,0.549,0.54
kalign2,benchmarks/bralibase/data-set2/aln99.tfa,0.009647868,1780,-1,-1
kalign,benchmarks/bralibase/data-set2/aln3.tfa,0.004362132,4296,0.958,0.95
muscle,benchmarks/balibase/RV30/BB30017.tfa,0.0723988,6748,0.557,0.31
clustalo,benchmarks/balibase/RV11/BB11038.tfa,2.158289713,32020,0.7,0.56
kalign,benchmarks/bralibase/data-set2/aln30.tfa,0.005302947,4092,0.964,0.96
kalign,benchmarks/bralibase/data-set2/aln31.tfa,0.003150628,4088,1,1
kalign,benchmarks/bralibase/data-set2/aln32.tfa,0.003992357,4088,0.987,0.98
clustalo,benchmarks/balibase/RV11/BBS11001.tfa,0.037118969,3232,0.934,0.89
kalign,benchmarks/bralibase/data-set2/aln33.tfa,0.003451559,4256,1,1
kalign,benchmarks/bralibase/data-set2/aln34.tfa,0.007099522,4092,0.767,0.76
kalign,benchmarks/bralibase/data-set2/aln35.tfa,0.004395964,4128,0.958,0.95
kalign,benchmarks/bralibase/data-set2/aln36.tfa,0.004684924,4132,0.587,0.58
kalign,benchmarks/bralibase/data-set2/aln37.tfa,0.003635031,4088,0.851,0.85
kalign,benchmarks/bralibase/data-set2/aln38.tfa,0.003631502,4096,0.712,0.71
kalign,benchmarks/bralibase/data-set2/aln39.tfa,0.003261306,4248,0.816,0.81
clustalo,benchmarks/balibase/RV11/BBS11002.tfa,0.09928917,3144,0.776,0.27
kalign,benchmarks/bralibase/data-set2/aln4.tfa,0.003719067,4192,1,1
kalign,benchmarks/bralibase/data-set2/aln40.tfa,0.006198699,4052,0.611,0.61
kalign,benchmarks/bralibase/data-set2/aln41.tfa,0.003968085,4076,0.973,0.97
kalign,benchmarks/bralibase/data-set2/aln42.tfa,0.004607478,4192,0.986,0.98
kalign,benchmarks/bralibase/data-set2/aln43.tfa,0.003530955,4196,0.653,0.65
kalign,benchmarks/bralibase/data-set2/aln44.tfa,0.007536012,4056,0.569,0.56
kalign,benchmarks/bralibase/data-set2/aln45.tfa,0.004139697,4132,0.986,0.98
kalign,benchmarks/bralibase/data-set2/aln46.tfa,0.003961204,4080,0.939,0.93
kalign,benchmarks/bralibase/data-set2/aln47.tfa,0.005677543,4188,0.944,0.94
kalign,benchmarks/bralibase/data-set2/aln48.tfa,0.004591178,4196,0.571,0.57
kalign,benchmarks/bralibase/data-set2/aln49.tfa,0.00345314,4080,0.944,0.94
kalign,benchmarks/bralibase/data-set2/aln5.tfa,0.003409856,4252,1,1
kalign,benchmarks/bralibase/data-set2/aln50.tfa,0.005885606,4092,0.592,0.59
kalign,benchmarks/bralibase/data-set2/aln51.tfa,0.00290058,4252,0.62,0.61
kalign,benchmarks/bralibase/data-set2/aln52.tfa,0.00461601,4188,0.986,0.98
kalign,benchmarks/bralibase/data-set2/aln53.tfa,0.003233414,4244,0.958,0.95
kalign,benchmarks/bralibase/data-set2/aln54.tfa,0.003699586,4260,0.976,0.97
kalign,benchmarks/bralibase/data-set2/aln55.tfa,0.005505541,4188,0.973,0.97
kalign,benchmarks/bralibase/data-set2/aln56.tfa,0.003578038,4092,1,1
kalign,benchmarks/bralibase/data-set2/aln57.tfa,0.003332621,4188,0.958,0.95
kalign,benchmarks/bralibase/data-set2/aln58.tfa,0.003529524,4228,0.944,0.94
kalign,benchmarks/bralibase/data-set2/aln59.tfa,0.005398513,4296,0.912,0.91
kalign,benchmarks/bralibase/data-set2/aln6.tfa,0.004102074,4132,0.973,0.97
kalign,benchmarks/bralibase/data-set2/aln60.tfa,0.00461831,4096,0.839,0.83
muscle,benchmarks/balibase/RV30/BB30018.tfa,0.629218771,25484,0.722,0.01
kalign,benchmarks/bralibase/data-set2/aln61.tfa,0.004001166,4088,0.634,0.63
kalign,benchmarks/bralibase/data-set2/aln62.tfa,0.003291458,4092,0.986,0.98
kalign,benchmarks/bralibase/data-set2/aln63.tfa,0.003886859,4092,0.514,0.51
kalign,benchmarks/bralibase/data-set2/aln64.tfa,0.00362049,4228,1,1
clustalo,benchmarks/balibase/RV11/BBS11003.tfa,0.563503233,15804,0.602,0.42
kalign,benchmarks/bralibase/data-set2/aln65.tfa,0.003633641,4188,0.589,0.58
kalign,benchmarks/bralibase/data-set2/aln66.tfa,0.003593068,4096,1,1
kalign,benchmarks/bralibase/data-set2/aln67.tfa,0.003528074,4244,0.93,0.92
kalign,benchmarks/bralibase/data-set2/aln68.tfa,0.004687714,4080,0.938,0.93
kalign,benchmarks/bralibase/data-set2/aln69.tfa,0.006100632,4264,0.62,0.61
kalign,benchmarks/bralibase/data-set2/aln7.tfa,0.003452039,4240,1,1
kalign,benchmarks/bralibase/data-set2/aln70.tfa,0.008186616,4132,1,1
kalign,benchmarks/bralibase/data-set2/aln71.tfa,0.004932041,4080,0.74,0.73
kalign,benchmarks/bralibase/data-set2/aln72.tfa,0.005281356,4296,0.592,0.59
kalign,benchmarks/bralibase/data-set2/aln73.tfa,0.004697535,4092,0.972,0.97
kalign,benchmarks/bralibase/data-set2/aln74.tfa,0.005511561,4296,0.75,0.75
muscle,benchmarks/balibase/RV30/BB30019.tfa,0.294837773,13744,0.558,0.24
kalign,benchmarks/bralibase/data-set2/aln75.tfa,0.003390204,4084,0.681,0.68
kalign,benchmarks/bralibase/data-set2/aln76.tfa,0.005465917,4200,0.958,0.95
kalign,benchmarks/bralibase/data-set2/aln77.tfa,0.00420113,4264,0.952,0.95
kalign,benchmarks/bralibase/data-set2/aln78.tfa,0.004005138,4052,0.976,0.97
kalign,benchmarks/bralibase/data-set2/aln79.tfa,0.00751677,4096,0.855,0.85
kalign,benchmarks/bralibase/data-set2/aln8.tfa,0.003764641,4088,0.959,0.95
kalign,benchmarks/bralibase/data-set2/aln80.tfa,0.005248543,4248,0.406,0.4
kalign,benchmarks/bralibase/data-set2/aln81.tfa,0.003750459,4196,0.507,0.5
kalign,benchmarks/bralibase/data-set2/aln82.tfa,0.003553575,4296,0.963,0.96
kalign,benchmarks/bralibase/data-set2/aln83.tfa,0.003709087,4196,0.5,0.5
muscle,benchmarks/balibase/RV30/BB30020.tfa,0.168522052,12072,0.432,0
kalign,benchmarks/bralibase/data-set2/aln84.tfa,0.004378563,4136,0.94,0.93
kalign,benchmarks/bralibase/data-set2/aln85.tfa,0.004558636,4076,0.943,0.94
kalign,benchmarks/bralibase/data-set2/aln86.tfa,0.003768211,4192,0.955,0.95
kalign,benchmarks/bralibase/data-set2/aln87.tfa,0.003516253,4092,0.864,0.86
kalign,benchmarks/bralibase/data-set2/aln88.tfa,0.004157488,4092,0.958,0.95
kalign,benchmarks/bralibase/data-set2/aln89.tfa,0.005020797,4136,0.958,0.95
kalign,benchmarks/bralibase/data-set2/aln9.tfa,0.004089493,4092,1,1
kalign,benchmarks/bralibase/data-set2/aln90.tfa,0.003678634,4196,0.644,0.64
kalign,benchmarks/bralibase/data-set2/aln91.tfa,0.003693325,4240,0.536,0.53
clustalo,benchmarks/balibase/RV11/BBS11004.tfa,0.591620219,18612,0.398,0.19
kalign,benchmarks/bralibase/data-set2/aln92.tfa,0.003789723,4084,0.5,0.5
kalign,benchmarks/bralibase/data-set2/aln93.tfa,0.004094334,4200,0.657,0.65
kalign,benchmarks/bralibase/data-set2/aln94.tfa,0.002687286,4264,0.985,0.98
kalign,benchmarks/bralibase/data-set2/aln95.tfa,0.003303308,4188,0.522,0.52
kalign,benchmarks/bralibase/data-set2/aln96.tfa,0.004154548,4260,0.358,0.35
kalign,benchmarks/bralibase/data-set2/aln97.tfa,0.007353638,4196,0.522,0.52
kalign,benchmarks/bralibase/data-set2/aln98.tfa,0.003419887,4244,0.394,0.39
kalign,benchmarks/bralibase/data-set2/aln99.tfa,0.003262375,4076,-1,-1
muscle,benchmarks/balibase/RV30/BB30021.tfa,0.436412628,23168,0.543,0.09
muscle,benchmarks/balibase/RV30/BB30022.tfa,0.094426463,8468,0.79,0.12
muscle,benchmarks/balibase/RV30/BB30023.tfa,0.403381853,20232,0.723,0
muscle,benchmarks/balibase/RV30/BB30024.tfa,1.05063493,30408,0.697,0.18
muscle,benchmarks/balibase/RV30/BB30025.tfa,0.156573594,11824,0.643,0.14
clustalo,benchmarks/balibase/RV11/BBS11005.tfa,2.402011989,14304,0.373,0.12
muscle,benchmarks/balibase/RV30/BB30026.tfa,0.668879383,26792,0.67,0.36
muscle,benchmarks/balibase/RV30/BB30027.tfa,0.025256837,4992,0.561,0.27
clustalo,benchmarks/balibase/RV11/BBS11006.tfa,0.486385286,10108,0.428,0.25
muscle,benchmarks/balibase/RV30/BB30028.tfa,0.710355502,27232,0.584,0.17
clustalo,benchmarks/balibase/RV11/BBS11007.tfa,1.532025027,16372,0.621,0.44
clustalo,benchmarks/balibase/RV11/BBS11008.tfa,0.063141369,3716,0.507,0.42
clustalo,benchmarks/balibase/RV11/BBS11009.tfa,0.111953256,3380,0.667,0.51
clustalo,benchmarks/balibase/RV11/BBS11010.tfa,0.129305287,5844,0.577,0.44
muscle,benchmarks/balibase/RV30/BB30029.tfa,1.185755687,36448,0.795,0.45
clustalo,benchmarks/balibase/RV11/BBS11011.tfa,0.184648746,6672,0.153,0.1
clustalo,benchmarks/balibase/RV11/BBS11012.tfa,0.282732973,9552,0.9,0.86
clustalo,benchmarks/balibase/RV11/BBS11013.tfa,0.057125193,3196,0.037,0
muscle,benchmarks/balibase/RV30/BB30030.tfa,0.947133765,31820,0.755,0
muscle,benchmarks/balibase/RV30/BBS30001.tfa,0.200444789,16164,0.855,0.38
muscle,benchmarks/balibase/RV30/BBS30002.tfa,0.291313586,13216,0.679,0.31
clustalo,benchmarks/balibase/RV11/BBS11014.tfa,1.419778366,21196,0.757,0.63
clustalo,benchmarks/balibase/RV11/BBS11015.tfa,0.281616465,8784,0.71,0.59
muscle,benchmarks/balibase/RV30/BBS30003.tfa,0.734041039,32720,0.523,0.06
muscle,benchmarks/balibase/RV30/BBS30004.tfa,0.273532785,15876,0.869,0.55
muscle,benchmarks/balibase/RV30/BBS30005.tfa,0.317252851,19940,0.857,0.49
muscle,benchmarks/balibase/RV30/BBS30006.tfa,0.017596888,4400,0.709,0.43
muscle,benchmarks/balibase/RV30/BBS30007.tfa,0.016704256,4844,0.828,0.61
muscle,benchmarks/balibase/RV30/BBS30008.tfa,0.238163799,12932,0.592,0.19
muscle,benchmarks/balibase/RV30/BBS30009.tfa,0.021051407,4804,0.814,0.54
clustalo,benchmarks/balibase/RV11/BBS11016.tfa,1.111635574,13212,0.621,0.38
clustalo,benchmarks/balibase/RV11/BBS11017.tfa,0.194424162,6684,0.76,0.67
muscle,benchmarks/balibase/RV30/BBS30010.tfa,0.522834605,21136,0.846,0.54
muscle,benchmarks/balibase/RV30/BBS30011.tfa,0.328473666,15888,0.882,0.69
muscle,benchmarks/balibase/RV30/BBS30012.tfa,0.290533082,16912,0.586,0.31
muscle,benchmarks/balibase/RV30/BBS30013.tfa,0.526517238,25372,0.599,0.33
muscle,benchmarks/balibase/RV30/BBS30014.tfa,0.098920334,9104,0.877,0.55
muscle,benchmarks/balibase/RV30/BBS30015.tfa,0.023238827,4588,0.658,0.53
muscle,benchmarks/balibase/RV30/BBS30016.tfa,0.019487918,4676,0.737,0.39
muscle,benchmarks/balibase/RV30/BBS30017.tfa,0.040269266,6072,0.601,0.39
muscle,benchmarks/balibase/RV30/BBS30018.tfa,0.285183761,17700,0.935,0.64
muscle,benchmarks/balibase/RV30/BBS30019.tfa,0.095055096,8512,0.689,0.34
muscle,benchmarks/balibase/RV30/BBS30020.tfa,0.034052486,6236,0.576,0.41
muscle,benchmarks/balibase/RV30/BBS30021.tfa,0.334383905,20328,0.572,0.12
muscle,benchmarks/balibase/RV30/BBS30022.tfa,0.047904284,7360,0.799,0.18
muscle,benchmarks/balibase/RV30/BBS30023.tfa,0.298787692,15476,0.776,0.35
muscle,benchmarks/balibase/RV30/BBS30024.tfa,0.158781066,12728,0.742,0.31
muscle,benchmarks/balibase/RV30/BBS30025.tfa,0.047913175,7624,0.648,0.24
muscle,benchmarks/balibase/RV30/BBS30026.tfa,0.333372605,20068,0.684,0.36
muscle,benchmarks/balibase/RV30/BBS30027.tfa,0.01735672,4432,0.536,0.34
muscle,benchmarks/balibase/RV30/BBS30028.tfa,0.440895063,22532,0.581,0.18
clustalo,benchmarks/balibase/RV11/BBS11018.tfa,4.598316583,28764,0.547,0.3
muscle,benchmarks/balibase/RV30/BBS30029.tfa,0.725147639,29600,0.808,0.51
muscle,benchmarks/balibase/RV30/BBS30030.tfa,0.236798113,14024,0.841,0.61
muscle,benchmarks/balibase/RV40/BB40001.tfa,0.469106304,18084,0.792,0.03
clustalo,benchmarks/balibase/RV11/BBS11019.tfa,1.687328326,15796,0.511,0.11
clustalo,benchmarks/balibase/RV11/BBS11020.tfa,0.521784358,6568,0.544,0.18
clustalo,benchmarks/balibase/RV11/BBS11021.tfa,0.067098242,3768,0.483,0.36
clustalo,benchmarks/balibase/RV11/BBS11022.tfa,0.041654331,3280,0.263,0
muscle,benchmarks/balibase/RV40/BB40002.tfa,1.730991365,37176,0.04,0
muscle,benchmarks/balibase/RV40/BB40003.tfa,0.160351683,8264,0.87,0.71
clustalo,benchmarks/balibase/RV11/BBS11023.tfa,0.561734602,9524,0.457,0.26
clustalo,benchmarks/balibase/RV11/BBS11024.tfa,0.352169423,12824,0.353,0.06
clustalo,benchmarks/balibase/RV11/BBS11025.tfa,0.039367594,3188,0.203,0
clustalo,benchmarks/balibase/RV11/BBS11026.tfa,0.109231507,3388,0.215,0
clustalo,benchmarks/balibase/RV11/BBS11027.tfa,0.328620894,6436,0.392,0.17
muscle,benchmarks/balibase/RV40/BB40004.tfa,1.058477107,33808,0.898,0.49
clustalo,benchmarks/balibase/RV11/BBS11028.tfa,0.188291836,3520,0.722,0.46
clustalo,benchmarks/balibase/RV11/BBS11029.tfa,0.058695111,3512,0.467,0.37
muscle,benchmarks/balibase/RV40/BB40005.tfa,0.176896877,9256,0.861,0.71
muscle,benchmarks/balibase/RV40/BB40006.tfa,0.15077037,7820,0.701,0.26
clustalo,benchmarks/balibase/RV11/BBS11030.tfa,0.941335452,7072,0.6,0.2
muscle,benchmarks/balibase/RV40/BB40007.tfa,1.100068133,21148,0.733,0.34
muscle,benchmarks/balibase/RV40/BB40008.tfa,0.145781545,9064,0.818,0.55
muscle,benchmarks/balibase/RV40/BB40009.tfa,0.324394661,12880,0.692,0.4
muscle,benchmarks/balibase/RV40/BB40010.tfa,0.012595651,4512,0.783,0.5
clustalo,benchmarks/balibase/RV11/BBS11031.tfa,1.78378434,18384,0.301,0.04
muscle,benchmarks/balibase/RV40/BB40011.tfa,1.016183159,30640,0.653,0
muscle,benchmarks/balibase/RV40/BB40012.tfa,0.134068894,8992,0.825,0.52
muscle,benchmarks/balibase/RV40/BB40013.tfa,0.166887735,11168,0.656,0
clustalo,benchmarks/balibase/RV11/BBS11032.tfa,0.607954207,7716,0.677,0.34
muscle,benchmarks/balibase/RV40/BB40014.tfa,0.091640819,6616,0.704,0.39
clustalo,benchmarks/balibase/RV11/BBS11033.tfa,0.234680595,3784,0.466,0
clustalo,benchmarks/balibase/RV11/BBS11034.tfa,1.078230359,13104,0.564,0.22
clustalo,benchmarks/balibase/RV11/BBS11035.tfa,0.063564697,3616,0.471,0.12
muscle,benchmarks/balibase/RV40/BB40015.tfa,1.978875612,55520,0.856,0
muscle,benchmarks/balibase/RV40/BB40016.tfa,0.241591742,13276,0.793,0
muscle,benchmarks/balibase/RV40/BB40017.tfa,0.265893744,13272,0.793,0
muscle,benchmarks/balibase/RV40/BB40018.tfa,0.108373107,8000,0.727,0.4
clustalo,benchmarks/balibase/RV11/BBS11036.tfa,1.252533355,14228,0.494,0.23
muscle,benchmarks/balibase/RV40/BB40019.tfa,0.326391638,13480,0.859,0.69
clustalo,benchmarks/balibase/RV11/BBS11037.tfa,0.737023653,16600,0.495,0.28
muscle,benchmarks/balibase/RV40/BB40020.tfa,0.56523587,20448,0.843,0.65
muscle,benchmarks/balibase/RV40/BB40021.tfa,0.294788892,12952,0.861,0.58
muscle,benchmarks/balibase/RV40/BB40022.tfa,0.186403165,8700,0.8,0.4
clustalo,benchmarks/balibase/RV11/BBS11038.tfa,0.760033494,9408,0.711,0.62
clustalo,benchmarks/balibase/RV12/BB12001.tfa,2.769742539,24456,0.798,0.69
clustalo,benchmarks/balibase/RV12/BB12002.tfa,0.243728179,6008,0.906,0.79
clustalo,benchmarks/balibase/RV12/BB12003.tfa,0.088457399,3280,0.867,0.73
muscle,benchmarks/balibase/RV40/BB40023.tfa,3.295159273,75488,0.656,0
muscle,benchmarks/balibase/RV40/BB40024.tfa,0.865779526,26796,0.521,0
muscle,benchmarks/balibase/RV40/BB40025.tfa,0.082599464,6928,0.831,0.6
clustalo,benchmarks/balibase/RV12/BB12004.tfa,1.192003871,8364,0.904,0.65
clustalo,benchmarks/balibase/RV12/BB12005.tfa,0.482364184,6564,0.877,0.65
clustalo,benchmarks/balibase/RV12/BB12006.tfa,0.167449312,6168,0.901,0.86
muscle,benchmarks/balibase/RV40/BB40026.tfa,0.87669217,24040,0.551,0.17
muscle,benchmarks/balibase/RV40/BB40027.tfa,1.857120443,56696,0.497,0
muscle,benchmarks/balibase/RV40/BB40028.tfa,0.155626194,10176,0.841,0.62
muscle,benchmarks/balibase/RV40/BB40029.tfa,0.065460018,6616,0.762,0.37
muscle,benchmarks/balibase/RV40/BB40030.tfa,0.230512484,12584,0.674,0.6
muscle,benchmarks/balibase/RV40/BB40031.tfa,0.306614948,12804,0.528,0.95
muscle,benchmarks/balibase/RV40/BB40032.tfa,0.177581763,8728,0.865,0.76
muscle,benchmarks/balibase/RV40/BB40033.tfa,0.208265275,10336,0.719,0.51
muscle,benchmarks/balibase/RV40/BB40034.tfa,0.305258683,13744,0.557,0.24
muscle,benchmarks/balibase/RV40/BB40035.tfa,1.490271845,32224,0.408,0.18
muscle,benchmarks/balibase/RV40/BB40036.tfa,0.220702055,11104,0.899,0.6
muscle,benchmarks/balibase/RV40/BB40037.tfa,0.2709376,16024,0.335,0
muscle,benchmarks/balibase/RV40/BB40038.tfa,0.438313726,29228,0.533,0
muscle,benchmarks/balibase/RV40/BB40039.tfa,1.026945256,34064,0.789,0.24
clustalo,benchmarks/balibase/RV12/BB12007.tfa,7.370897432,90564,0.85,0.71
muscle,benchmarks/balibase/RV40/BB40040.tfa,0.568750896,31012,0.868,0.51
muscle,benchmarks/balibase/RV40/BB40041.tfa,0.958983255,37240,0.62,0
muscle,benchmarks/balibase/RV40/BB40042.tfa,0.350726276,19860,0.744,0
muscle,benchmarks/balibase/RV40/BB40043.tfa,0.162878265,8564,0.606,0.25
muscle,benchmarks/balibase/RV40/BB40044.tfa,0.143096687,10212,0.805,0.37
muscle,benchmarks/balibase/RV40/BB40045.tfa,0.031332407,6776,0.4,0
muscle,benchmarks/balibase/RV40/BB40046.tfa,0.562374234,21644,0.43,0
clustalo,benchmarks/balibase/RV12/BB12008.tfa,3.468987808,32340,0.91,0.7
clustalo,benchmarks/balibase/RV12/BB12009.tfa,0.101482649,5760,0.906,0.78
clustalo,benchmarks/balibase/RV12/BB12010.tfa,0.886251962,13936,0.89,0.75
muscle,benchmarks/balibase/RV40/BB40047.tfa,3.531267726,69068,0.842,0.43
muscle,benchmarks/balibase/RV40/BB40048.tfa,0.347248145,17176,0.869,0.66
muscle,benchmarks/balibase/RV40/BB40049.tfa,4.445386887,77192,0.715,0
muscle,benchmarks/balibase/RV50/BB50001.tfa,0.337723554,15408,0.611,0.4
muscle,benchmarks/balibase/RV50/BB50002.tfa,0.158759768,8616,0.234,0
muscle,benchmarks/balibase/RV50/BB50003.tfa,0.625125298,22984,0.503,0.21
muscle,benchmarks/balibase/RV50/BB50004.tfa,0.055430973,6616,0.936,0.83
muscle,benchmarks/balibase/RV50/BB50005.tfa,0.178778323,9808,0.906,0.68
muscle,benchmarks/balibase/RV50/BB50006.tfa,1.821375668,45500,0.6,0.11
muscle,benchmarks/balibase/RV50/BB50007.tfa,0.084701747,7692,0.532,0.03
muscle,benchmarks/balibase/RV50/BB50008.tfa,0.138955368,9784,0.772,0.55
muscle,benchmarks/balibase/RV50/BB50009.tfa,0.277133623,12276,0.642,0
muscle,benchmarks/balibase/RV50/BB50010.tfa,0.220790077,9828,0.247,0
clustalo,benchmarks/balibase/RV12/BB12011.tfa,10.866773603,110940,0.702,0.42
muscle,benchmarks/balibase/RV50/BB50011.tfa,0.444044785,18976,0.503,0.11
clustalo,benchmarks/balibase/RV12/BB12012.tfa,0.490733934,20644,0.56,0.43
muscle,benchmarks/balibase/RV50/BB50012.tfa,2.466240474,52064,0.667,0.15
muscle,benchmarks/balibase/RV50/BB50013.tfa,0.060488253,6820,0.86,0.55
muscle,benchmarks/balibase/RV50/BB50014.tfa,0.474119773,17176,0.79,0.46
clustalo,benchmarks/balibase/RV12/BB12013.tfa,3.349814457,41380,0.917,0.83
muscle,benchmarks/balibase/RV50/BB50015.tfa,0.70026328,23528,0.539,0.09
clustalo,benchmarks/balibase/RV12/BB12014.tfa,0.260141378,6580,1,1
muscle,benchmarks/balibase/RV50/BB50016.tfa,0.473841173,15064,0.67,0.34
muscle,benchmarks/balibase/RV50/BBS50001.tfa,0.330841126,15192,0.629,0.37
clustalo,benchmarks/balibase/RV12/BB12015.tfa,0.857429007,15656,0.938,0.9
muscle,benchmarks/balibase/RV50/BBS50002.tfa,0.049827316,5812,0.353,0
muscle,benchmarks/balibase/RV50/BBS50003.tfa,0.117512316,10028,0.78,0.45
muscle,benchmarks/balibase/RV50/BBS50005.tfa,0.164198783,9520,0.908,0.68
muscle,benchmarks/balibase/RV50/BBS50006.tfa,0.480334631,21252,0.667,0.16
