aligner,instance,time,ram,SP,TC
muscle,benchmarks/balibase/RV30/BBS30010.tfa,0.62,0.62,0.846,0.540
muscle,benchmarks/balibase/RV30/BBS30011.tfa,0.35,0.35,0.882,0.690
muscle,benchmarks/balibase/RV30/BBS30012.tfa,0.29,0.29,0.586,0.310
muscle,benchmarks/balibase/RV30/BBS30013.tfa,0.66,0.66,0.599,0.330
muscle,benchmarks/balibase/RV30/BBS30014.tfa,0.07,0.07,0.877,0.550
muscle,benchmarks/balibase/RV30/BBS30015.tfa,0.01,0.01,0.658,0.530
muscle,benchmarks/balibase/RV30/BBS30016.tfa,0.01,0.01,0.737,0.390
muscle,benchmarks/balibase/RV30/BBS30017.tfa,0.03,0.03,0.601,0.390
muscle,benchmarks/balibase/RV30/BBS30018.tfa,0.29,0.29,0.935,0.640
muscle,benchmarks/balibase/RV30/BBS30019.tfa,0.1,0.1,0.689,0.340
muscle,benchmarks/balibase/RV30/BBS30020.tfa,0.03,0.03,0.576,0.410
muscle,benchmarks/balibase/RV30/BBS30021.tfa,0.31,0.31,0.572,0.120
muscle,benchmarks/balibase/RV30/BBS30022.tfa,0.03,0.03,0.799,0.180
muscle,benchmarks/balibase/RV30/BBS30023.tfa,0.27,0.27,0.776,0.350
muscle,benchmarks/balibase/RV30/BBS30024.tfa,0.21,0.21,0.742,0.310
muscle,benchmarks/balibase/RV30/BBS30025.tfa,0.06,0.06,0.648,0.240
muscle,benchmarks/balibase/RV30/BBS30026.tfa,0.3,0.3,0.684,0.360
muscle,benchmarks/balibase/RV30/BBS30027.tfa,0.01,0.01,0.536,0.340
muscle,benchmarks/balibase/RV30/BBS30028.tfa,0.46,0.46,0.581,0.180
muscle,benchmarks/balibase/RV30/BBS30029.tfa,0.61,0.61,0.808,0.510
muscle,benchmarks/balibase/RV30/BBS30030.tfa,0.17,0.17,0.841,0.610
muscle,benchmarks/balibase/RV40/BB40001.tfa,0.4,0.4,0.792,0.030
muscle,benchmarks/balibase/RV40/BB40002.tfa,1.55,1.55,0.040,0.000
muscle,benchmarks/balibase/RV40/BB40003.tfa,0.13,0.13,0.870,0.710
muscle,benchmarks/balibase/RV40/BB40004.tfa,1.04,1.04,0.898,0.490
muscle,benchmarks/balibase/RV40/BB40005.tfa,0.14,0.14,0.861,0.710
muscle,benchmarks/balibase/RV40/BB40006.tfa,0.14,0.14,0.701,0.260
muscle,benchmarks/balibase/RV40/BB40007.tfa,1.01,1.01,0.733,0.340
muscle,benchmarks/balibase/RV40/BB40008.tfa,0.14,0.14,0.818,0.550
muscle,benchmarks/balibase/RV40/BB40009.tfa,0.39,0.39,0.692,0.400
muscle,benchmarks/balibase/RV40/BB40010.tfa,0.01,0.01,0.783,0.500
muscle,benchmarks/balibase/RV40/BB40011.tfa,1.02,1.02,0.653,0.000
muscle,benchmarks/balibase/RV40/BB40012.tfa,0.14,0.14,0.825,0.520
muscle,benchmarks/balibase/RV40/BB40013.tfa,0.18,0.18,0.656,0.000
muscle,benchmarks/balibase/RV40/BB40014.tfa,0.09,0.09,0.704,0.390
muscle,benchmarks/balibase/RV40/BB40015.tfa,1.67,1.67,0.856,0.000
muscle,benchmarks/balibase/RV40/BB40016.tfa,0.22,0.22,0.793,0.000
muscle,benchmarks/balibase/RV40/BB40017.tfa,0.21,0.21,0.793,0.000
muscle,benchmarks/balibase/RV40/BB40018.tfa,0.07,0.07,0.727,0.400
muscle,benchmarks/balibase/RV40/BB40019.tfa,0.27,0.27,0.859,0.690
muscle,benchmarks/balibase/RV40/BB40020.tfa,0.45,0.45,0.843,0.650
muscle,benchmarks/balibase/RV40/BB40021.tfa,0.24,0.24,0.861,0.580
muscle,benchmarks/balibase/RV40/BB40022.tfa,0.15,0.15,0.800,0.400
muscle,benchmarks/balibase/RV40/BB40023.tfa,2.67,2.67,0.656,0.000
muscle,benchmarks/balibase/RV40/BB40024.tfa,0.74,0.74,0.521,0.000
muscle,benchmarks/balibase/RV40/BB40025.tfa,0.06,0.06,0.831,0.600
muscle,benchmarks/balibase/RV40/BB40026.tfa,0.67,0.67,0.551,0.170
muscle,benchmarks/balibase/RV40/BB40027.tfa,1.63,1.63,0.497,0.000
muscle,benchmarks/balibase/RV40/BB40028.tfa,0.14,0.14,0.841,0.620
muscle,benchmarks/balibase/RV40/BB40029.tfa,0.05,0.05,0.762,0.370
muscle,benchmarks/balibase/RV40/BB40030.tfa,0.21,0.21,0.674,0.600
muscle,benchmarks/balibase/RV40/BB40031.tfa,0.28,0.28,0.528,0.950
muscle,benchmarks/balibase/RV40/BB40032.tfa,0.15,0.15,0.865,0.760
muscle,benchmarks/balibase/RV40/BB40033.tfa,0.18,0.18,0.719,0.510
muscle,benchmarks/balibase/RV40/BB40034.tfa,0.23,0.23,0.557,0.240
muscle,benchmarks/balibase/RV40/BB40035.tfa,1.26,1.26,0.408,0.180
muscle,benchmarks/balibase/RV40/BB40036.tfa,0.18,0.18,0.899,0.600
muscle,benchmarks/balibase/RV40/BB40037.tfa,0.23,0.23,0.335,0.000
muscle,benchmarks/balibase/RV40/BB40038.tfa,0.37,0.37,0.533,0.000
muscle,benchmarks/balibase/RV40/BB40039.tfa,0.85,0.85,0.789,0.240
muscle,benchmarks/balibase/RV40/BB40040.tfa,0.45,0.45,0.868,0.510
muscle,benchmarks/balibase/RV40/BB40041.tfa,0.77,0.77,0.620,0.000
muscle,benchmarks/balibase/RV40/BB40042.tfa,0.32,0.32,0.744,0.000
muscle,benchmarks/balibase/RV40/BB40043.tfa,0.14,0.14,0.606,0.250
muscle,benchmarks/balibase/RV40/BB40044.tfa,0.11,0.11,0.805,0.370
muscle,benchmarks/balibase/RV40/BB40045.tfa,0.03,0.03,0.400,0.000
muscle,benchmarks/balibase/RV40/BB40046.tfa,0.49,0.49,0.430,0.000
muscle,benchmarks/balibase/RV40/BB40047.tfa,2.87,2.87,0.842,0.430
muscle,benchmarks/balibase/RV40/BB40048.tfa,0.34,0.34,0.869,0.660
muscle,benchmarks/balibase/RV40/BB40049.tfa,3.95,3.95,0.715,0.000
muscle,benchmarks/balibase/RV50/BB50001.tfa,0.32,0.32,0.611,0.400
muscle,benchmarks/balibase/RV50/BB50002.tfa,0.14,0.14,0.234,0.000
muscle,benchmarks/balibase/RV50/BB50003.tfa,0.56,0.56,0.503,0.210
muscle,benchmarks/balibase/RV50/BB50004.tfa,0.05,0.05,0.936,0.830
muscle,benchmarks/balibase/RV50/BB50005.tfa,0.14,0.14,0.906,0.680
muscle,benchmarks/balibase/RV50/BB50006.tfa,1.6,1.6,0.600,0.110
muscle,benchmarks/balibase/RV50/BB50007.tfa,0.08,0.08,0.532,0.030
muscle,benchmarks/balibase/RV50/BB50008.tfa,0.13,0.13,0.772,0.550
muscle,benchmarks/balibase/RV50/BB50009.tfa,0.22,0.22,0.642,0.000
muscle,benchmarks/balibase/RV50/BB50010.tfa,0.16,0.16,0.247,0.000
muscle,benchmarks/balibase/RV50/BB50011.tfa,0.38,0.38,0.503,0.110
muscle,benchmarks/balibase/RV50/BB50012.tfa,2.12,2.12,0.667,0.150
muscle,benchmarks/balibase/RV50/BB50013.tfa,0.06,0.06,0.860,0.550
muscle,benchmarks/balibase/RV50/BB50014.tfa,0.43,0.43,0.790,0.460
muscle,benchmarks/balibase/RV50/BB50015.tfa,0.58,0.58,0.539,0.090
muscle,benchmarks/balibase/RV50/BB50016.tfa,0.41,0.41,0.670,0.340
muscle,benchmarks/balibase/RV50/BBS50001.tfa,0.31,0.31,0.629,0.370
muscle,benchmarks/balibase/RV50/BBS50002.tfa,0.04,0.04,0.353,0.000
muscle,benchmarks/balibase/RV50/BBS50003.tfa,0.11,0.11,0.780,0.450
muscle,benchmarks/balibase/RV50/BBS50005.tfa,0.13,0.13,0.908,0.680
muscle,benchmarks/balibase/RV50/BBS50006.tfa,0.46,0.46,0.667,0.160
muscle,benchmarks/balibase/RV50/BBS50007.tfa,0.05,0.05,0.566,0.060
muscle,benchmarks/balibase/RV50/BBS50008.tfa,0.04,0.04,0.835,0.620
muscle,benchmarks/balibase/RV50/BBS50009.tfa,0.07,0.07,0.804,0.110
muscle,benchmarks/balibase/RV50/BBS50010.tfa,0.05,0.05,0.751,0.300
muscle,benchmarks/balibase/RV50/BBS50011.tfa,0.27,0.27,0.666,0.300
muscle,benchmarks/balibase/RV50/BBS50012.tfa,0.24,0.24,0.730,0.190
muscle,benchmarks/balibase/RV50/BBS50013.tfa,0.03,0.03,0.878,0.630
muscle,benchmarks/balibase/RV50/BBS50014.tfa,0.32,0.32,0.820,0.540
muscle,benchmarks/balibase/RV50/BBS50015.tfa,0.14,0.14,0.560,0.070
muscle,benchmarks/balibase/RV50/BBS50016.tfa,0.13,0.13,0.725,0.410
muscle,benchmarks/bralibase/data-set1/SRP/aln1.tfa,0.0,0.0,0.891,0.770
muscle,benchmarks/bralibase/data-set1/SRP/aln10.tfa,0.0,0.0,0.804,0.640
muscle,benchmarks/bralibase/data-set1/SRP/aln11.tfa,0.0,0.0,0.791,0.650
muscle,benchmarks/bralibase/data-set1/SRP/aln12.tfa,0.0,0.0,0.765,0.620
muscle,benchmarks/bralibase/data-set1/SRP/aln13.tfa,0.0,0.0,0.865,0.710
muscle,benchmarks/bralibase/data-set1/SRP/aln14.tfa,0.01,0.01,0.835,0.700
muscle,benchmarks/bralibase/data-set1/SRP/aln15.tfa,0.0,0.0,0.967,0.940
muscle,benchmarks/bralibase/data-set1/SRP/aln16.tfa,0.01,0.01,0.869,0.780
muscle,benchmarks/bralibase/data-set1/SRP/aln17.tfa,0.01,0.01,0.890,0.770
muscle,benchmarks/bralibase/data-set1/SRP/aln18.tfa,0.0,0.0,0.926,0.840
muscle,benchmarks/bralibase/data-set1/SRP/aln19.tfa,0.01,0.01,0.956,0.900
muscle,benchmarks/bralibase/data-set1/SRP/aln2.tfa,0.0,0.0,0.940,0.870
muscle,benchmarks/bralibase/data-set1/SRP/aln20.tfa,0.0,0.0,0.910,0.800
muscle,benchmarks/bralibase/data-set1/SRP/aln21.tfa,0.01,0.01,0.771,0.630
muscle,benchmarks/bralibase/data-set1/SRP/aln22.tfa,0.01,0.01,0.825,0.680
muscle,benchmarks/bralibase/data-set1/SRP/aln23.tfa,0.0,0.0,0.912,0.840
muscle,benchmarks/bralibase/data-set1/SRP/aln24.tfa,0.01,0.01,0.863,0.700
muscle,benchmarks/bralibase/data-set1/SRP/aln25.tfa,0.0,0.0,0.820,0.710
muscle,benchmarks/bralibase/data-set1/SRP/aln26.tfa,0.01,0.01,0.931,0.880
muscle,benchmarks/bralibase/data-set1/SRP/aln27.tfa,0.0,0.0,0.839,0.720
muscle,benchmarks/bralibase/data-set1/SRP/aln28.tfa,0.01,0.01,0.846,0.710
muscle,benchmarks/bralibase/data-set1/SRP/aln29.tfa,0.0,0.0,0.899,0.790
muscle,benchmarks/bralibase/data-set1/SRP/aln3.tfa,0.01,0.01,0.869,0.690
muscle,benchmarks/bralibase/data-set1/SRP/aln30.tfa,0.0,0.0,0.808,0.700
muscle,benchmarks/bralibase/data-set1/SRP/aln31.tfa,0.0,0.0,0.827,0.730
muscle,benchmarks/bralibase/data-set1/SRP/aln32.tfa,0.0,0.0,0.910,0.800
muscle,benchmarks/bralibase/data-set1/SRP/aln33.tfa,0.01,0.01,0.931,0.860
muscle,benchmarks/bralibase/data-set1/SRP/aln34.tfa,0.01,0.01,0.879,0.780
muscle,benchmarks/bralibase/data-set1/SRP/aln35.tfa,0.0,0.0,0.915,0.840
muscle,benchmarks/bralibase/data-set1/SRP/aln36.tfa,0.0,0.0,0.913,0.840
muscle,benchmarks/bralibase/data-set1/SRP/aln37.tfa,0.01,0.01,0.801,0.690
muscle,benchmarks/bralibase/data-set1/SRP/aln38.tfa,0.0,0.0,0.868,0.750
muscle,benchmarks/bralibase/data-set1/SRP/aln39.tfa,0.01,0.01,0.883,0.750
muscle,benchmarks/bralibase/data-set1/SRP/aln4.tfa,0.01,0.01,0.844,0.760
muscle,benchmarks/bralibase/data-set1/SRP/aln40.tfa,0.01,0.01,0.810,0.710
muscle,benchmarks/bralibase/data-set1/SRP/aln41.tfa,0.0,0.0,0.803,0.680
muscle,benchmarks/bralibase/data-set1/SRP/aln42.tfa,0.0,0.0,0.950,0.890
muscle,benchmarks/bralibase/data-set1/SRP/aln43.tfa,0.0,0.0,0.810,0.680
muscle,benchmarks/bralibase/data-set1/SRP/aln44.tfa,0.01,0.01,0.792,0.680
muscle,benchmarks/bralibase/data-set1/SRP/aln45.tfa,0.0,0.0,0.895,0.790
muscle,benchmarks/bralibase/data-set1/SRP/aln46.tfa,0.0,0.0,0.873,0.800
muscle,benchmarks/bralibase/data-set1/SRP/aln47.tfa,0.0,0.0,0.876,0.730
muscle,benchmarks/bralibase/data-set1/SRP/aln48.tfa,0.01,0.01,0.831,0.670
muscle,benchmarks/bralibase/data-set1/SRP/aln49.tfa,0.0,0.0,0.755,0.640
muscle,benchmarks/bralibase/data-set1/SRP/aln5.tfa,0.0,0.0,0.908,0.820
muscle,benchmarks/bralibase/data-set1/SRP/aln50.tfa,0.01,0.01,0.834,0.670
muscle,benchmarks/bralibase/data-set1/SRP/aln51.tfa,0.01,0.01,0.779,0.650
muscle,benchmarks/bralibase/data-set1/SRP/aln52.tfa,0.0,0.0,0.959,0.930
muscle,benchmarks/bralibase/data-set1/SRP/aln53.tfa,0.0,0.0,0.867,0.790
muscle,benchmarks/bralibase/data-set1/SRP/aln54.tfa,0.0,0.0,0.896,0.790
muscle,benchmarks/bralibase/data-set1/SRP/aln55.tfa,0.0,0.0,0.996,0.980
muscle,benchmarks/bralibase/data-set1/SRP/aln56.tfa,0.0,0.0,0.887,0.810
muscle,benchmarks/bralibase/data-set1/SRP/aln57.tfa,0.0,0.0,0.939,0.850
muscle,benchmarks/bralibase/data-set1/SRP/aln58.tfa,0.01,0.01,0.905,0.790
muscle,benchmarks/bralibase/data-set1/SRP/aln59.tfa,0.01,0.01,0.967,0.950
muscle,benchmarks/bralibase/data-set1/SRP/aln6.tfa,0.0,0.0,0.849,0.700
muscle,benchmarks/bralibase/data-set1/SRP/aln60.tfa,0.01,0.01,0.996,0.980
muscle,benchmarks/bralibase/data-set1/SRP/aln61.tfa,0.0,0.0,0.974,0.950
muscle,benchmarks/bralibase/data-set1/SRP/aln62.tfa,0.0,0.0,0.946,0.900
muscle,benchmarks/bralibase/data-set1/SRP/aln63.tfa,0.01,0.01,0.960,0.910
muscle,benchmarks/bralibase/data-set1/SRP/aln64.tfa,0.0,0.0,0.966,0.940
muscle,benchmarks/bralibase/data-set1/SRP/aln65.tfa,0.0,0.0,0.973,0.950
muscle,benchmarks/bralibase/data-set1/SRP/aln66.tfa,0.0,0.0,0.981,0.970
muscle,benchmarks/bralibase/data-set1/SRP/aln67.tfa,0.01,0.01,0.967,0.930
muscle,benchmarks/bralibase/data-set1/SRP/aln68.tfa,0.01,0.01,0.966,0.920
muscle,benchmarks/bralibase/data-set1/SRP/aln69.tfa,0.0,0.0,0.977,0.950
muscle,benchmarks/bralibase/data-set1/SRP/aln7.tfa,0.0,0.0,0.827,0.700
muscle,benchmarks/bralibase/data-set1/SRP/aln70.tfa,0.0,0.0,0.957,0.900
muscle,benchmarks/bralibase/data-set1/SRP/aln71.tfa,0.0,0.0,0.980,0.960
muscle,benchmarks/bralibase/data-set1/SRP/aln72.tfa,0.01,0.01,0.990,0.970
muscle,benchmarks/bralibase/data-set1/SRP/aln73.tfa,0.0,0.0,0.986,0.960
muscle,benchmarks/bralibase/data-set1/SRP/aln74.tfa,0.01,0.01,1.000,1.000
muscle,benchmarks/bralibase/data-set1/SRP/aln75.tfa,0.0,0.0,1.000,1.000
muscle,benchmarks/bralibase/data-set1/SRP/aln76.tfa,0.0,0.0,0.986,0.960
muscle,benchmarks/bralibase/data-set1/SRP/aln77.tfa,0.0,0.0,1.000,1.000
muscle,benchmarks/bralibase/data-set1/SRP/aln78.tfa,0.0,0.0,1.000,1.000
muscle,benchmarks/bralibase/data-set1/SRP/aln79.tfa,0.0,0.0,0.996,0.980
muscle,benchmarks/bralibase/data-set1/SRP/aln8.tfa,0.0,0.0,0.796,0.630
muscle,benchmarks/bralibase/data-set1/SRP/aln80.tfa,0.01,0.01,0.985,0.960
muscle,benchmarks/bralibase/data-set1/SRP/aln81.tfa,0.01,0.01,0.981,0.950
muscle,benchmarks/bralibase/data-set1/SRP/aln82.tfa,0.0,0.0,1.000,1.000
muscle,benchmarks/bralibase/data-set1/SRP/aln83.tfa,0.01,0.01,0.861,0.700
muscle,benchmarks/bralibase/data-set1/SRP/aln84.tfa,0.01,0.01,0.377,0.090
muscle,benchmarks/bralibase/data-set1/SRP/aln85.tfa,0.0,0.0,0.662,0.480
muscle,benchmarks/bralibase/data-set1/SRP/aln86.tfa,0.01,0.01,0.436,0.150
muscle,benchmarks/bralibase/data-set1/SRP/aln87.tfa,0.0,0.0,0.754,0.600
muscle,benchmarks/bralibase/data-set1/SRP/aln88.tfa,0.01,0.01,0.287,0.160
muscle,benchmarks/bralibase/data-set1/SRP/aln89.tfa,0.0,0.0,0.368,0.180
muscle,benchmarks/bralibase/data-set1/SRP/aln9.tfa,0.0,0.0,0.844,0.740
muscle,benchmarks/bralibase/data-set1/SRP/aln90.tfa,0.0,0.0,0.359,0.220
muscle,benchmarks/bralibase/data-set1/SRP/aln91.tfa,0.0,0.0,0.765,0.620
muscle,benchmarks/bralibase/data-set1/SRP/aln92.tfa,0.01,0.01,0.701,0.390
muscle,benchmarks/bralibase/data-set1/SRP/aln93.tfa,0.0,0.0,0.503,0.170
muscle,benchmarks/bralibase/data-set1/U5/aln1.tfa,0.0,0.0,0.842,0.760
muscle,benchmarks/bralibase/data-set1/U5/aln10.tfa,0.0,0.0,0.779,0.640
muscle,benchmarks/bralibase/data-set1/U5/aln100.tfa,0.0,0.0,0.826,0.730
muscle,benchmarks/bralibase/data-set1/U5/aln101.tfa,0.0,0.0,0.883,0.840
muscle,benchmarks/bralibase/data-set1/U5/aln102.tfa,0.0,0.0,0.871,0.840
muscle,benchmarks/bralibase/data-set1/U5/aln103.tfa,0.0,0.0,0.848,0.810
muscle,benchmarks/bralibase/data-set1/U5/aln104.tfa,0.0,0.0,0.929,0.840
muscle,benchmarks/bralibase/data-set1/U5/aln105.tfa,0.0,0.0,0.956,0.910
muscle,benchmarks/bralibase/data-set1/U5/aln106.tfa,0.0,0.0,0.970,0.950
muscle,benchmarks/bralibase/data-set1/U5/aln107.tfa,0.0,0.0,0.911,0.800
muscle,benchmarks/bralibase/data-set1/U5/aln108.tfa,0.0,0.0,0.911,0.800
muscle,benchmarks/bralibase/data-set1/U5/aln109.tfa,0.0,0.0,0.958,0.940
muscle,benchmarks/bralibase/data-set1/U5/aln11.tfa,0.0,0.0,0.780,0.550
muscle,benchmarks/bralibase/data-set1/U5/aln12.tfa,0.0,0.0,0.771,0.540
muscle,benchmarks/bralibase/data-set1/U5/aln13.tfa,0.0,0.0,0.540,0.360
muscle,benchmarks/bralibase/data-set1/U5/aln14.tfa,0.0,0.0,0.677,0.510
muscle,benchmarks/bralibase/data-set1/U5/aln15.tfa,0.0,0.0,0.739,0.570
muscle,benchmarks/bralibase/data-set1/U5/aln16.tfa,0.0,0.0,0.635,0.490
muscle,benchmarks/bralibase/data-set1/U5/aln17.tfa,0.0,0.0,0.768,0.550
muscle,benchmarks/bralibase/data-set1/U5/aln18.tfa,0.0,0.0,0.661,0.470
muscle,benchmarks/bralibase/data-set1/U5/aln19.tfa,0.0,0.0,0.705,0.340
muscle,benchmarks/bralibase/data-set1/U5/aln2.tfa,0.0,0.0,0.642,0.500
muscle,benchmarks/bralibase/data-set1/U5/aln20.tfa,0.0,0.0,0.711,0.570
muscle,benchmarks/bralibase/data-set1/U5/aln21.tfa,0.0,0.0,0.663,0.440
muscle,benchmarks/bralibase/data-set1/U5/aln22.tfa,0.0,0.0,0.498,0.300
muscle,benchmarks/bralibase/data-set1/U5/aln23.tfa,0.0,0.0,0.684,0.490
muscle,benchmarks/bralibase/data-set1/U5/aln24.tfa,0.01,0.01,0.786,0.600
muscle,benchmarks/bralibase/data-set1/U5/aln25.tfa,0.0,0.0,0.740,0.570
muscle,benchmarks/bralibase/data-set1/U5/aln26.tfa,0.0,0.0,0.739,0.590
muscle,benchmarks/bralibase/data-set1/U5/aln27.tfa,0.0,0.0,0.696,0.480
muscle,benchmarks/bralibase/data-set1/U5/aln28.tfa,0.0,0.0,0.610,0.340
muscle,benchmarks/bralibase/data-set1/U5/aln29.tfa,0.0,0.0,0.783,0.570
muscle,benchmarks/bralibase/data-set1/U5/aln3.tfa,0.0,0.0,0.760,0.500
muscle,benchmarks/bralibase/data-set1/U5/aln30.tfa,0.0,0.0,0.708,0.530
muscle,benchmarks/bralibase/data-set1/U5/aln31.tfa,0.0,0.0,0.676,0.570
muscle,benchmarks/bralibase/data-set1/U5/aln32.tfa,0.0,0.0,0.728,0.430
muscle,benchmarks/bralibase/data-set1/U5/aln33.tfa,0.0,0.0,0.624,0.460
muscle,benchmarks/bralibase/data-set1/U5/aln34.tfa,0.0,0.0,0.747,0.570
muscle,benchmarks/bralibase/data-set1/U5/aln35.tfa,0.0,0.0,0.693,0.570
muscle,benchmarks/bralibase/data-set1/U5/aln36.tfa,0.0,0.0,0.746,0.600
muscle,benchmarks/bralibase/data-set1/U5/aln37.tfa,0.0,0.0,0.645,0.480
muscle,benchmarks/bralibase/data-set1/U5/aln38.tfa,0.0,0.0,0.803,0.690
muscle,benchmarks/bralibase/data-set1/U5/aln39.tfa,0.0,0.0,0.746,0.420
muscle,benchmarks/bralibase/data-set1/U5/aln4.tfa,0.0,0.0,0.827,0.600
muscle,benchmarks/bralibase/data-set1/U5/aln40.tfa,0.0,0.0,0.507,0.300
muscle,benchmarks/bralibase/data-set1/U5/aln41.tfa,0.0,0.0,0.588,0.420
muscle,benchmarks/bralibase/data-set1/U5/aln42.tfa,0.0,0.0,0.560,0.390
muscle,benchmarks/bralibase/data-set1/U5/aln43.tfa,0.0,0.0,0.606,0.480
muscle,benchmarks/bralibase/data-set1/U5/aln44.tfa,0.0,0.0,0.807,0.720
muscle,benchmarks/bralibase/data-set1/U5/aln45.tfa,0.0,0.0,0.616,0.390
muscle,benchmarks/bralibase/data-set1/U5/aln46.tfa,0.0,0.0,0.461,0.370
muscle,benchmarks/bralibase/data-set1/U5/aln47.tfa,0.0,0.0,0.560,0.410
muscle,benchmarks/bralibase/data-set1/U5/aln48.tfa,0.0,0.0,0.629,0.440
muscle,benchmarks/bralibase/data-set1/U5/aln49.tfa,0.0,0.0,0.738,0.450
muscle,benchmarks/bralibase/data-set1/U5/aln5.tfa,0.0,0.0,0.714,0.530
muscle,benchmarks/bralibase/data-set1/U5/aln50.tfa,0.0,0.0,0.565,0.420
muscle,benchmarks/bralibase/data-set1/U5/aln51.tfa,0.0,0.0,0.707,0.510
muscle,benchmarks/bralibase/data-set1/U5/aln52.tfa,0.0,0.0,0.685,0.470
muscle,benchmarks/bralibase/data-set1/U5/aln53.tfa,0.0,0.0,0.636,0.520
muscle,benchmarks/bralibase/data-set1/U5/aln54.tfa,0.0,0.0,0.819,0.670
muscle,benchmarks/bralibase/data-set1/U5/aln55.tfa,0.0,0.0,0.585,0.480
muscle,benchmarks/bralibase/data-set1/U5/aln56.tfa,0.0,0.0,0.817,0.590
muscle,benchmarks/bralibase/data-set1/U5/aln57.tfa,0.0,0.0,0.725,0.500
muscle,benchmarks/bralibase/data-set1/U5/aln58.tfa,0.0,0.0,0.650,0.500
muscle,benchmarks/bralibase/data-set1/U5/aln59.tfa,0.0,0.0,0.610,0.360
muscle,benchmarks/bralibase/data-set1/U5/aln6.tfa,0.0,0.0,0.605,0.310
muscle,benchmarks/bralibase/data-set1/U5/aln60.tfa,0.0,0.0,0.585,0.400
muscle,benchmarks/bralibase/data-set1/U5/aln61.tfa,0.0,0.0,0.681,0.480
muscle,benchmarks/bralibase/data-set1/U5/aln62.tfa,0.0,0.0,0.726,0.600
muscle,benchmarks/bralibase/data-set1/U5/aln63.tfa,0.0,0.0,0.977,0.970
muscle,benchmarks/bralibase/data-set1/U5/aln64.tfa,0.0,0.0,0.839,0.750
muscle,benchmarks/bralibase/data-set1/U5/aln65.tfa,0.0,0.0,0.859,0.720
muscle,benchmarks/bralibase/data-set1/U5/aln66.tfa,0.0,0.0,0.844,0.680
muscle,benchmarks/bralibase/data-set1/U5/aln67.tfa,0.0,0.0,0.884,0.730
muscle,benchmarks/bralibase/data-set1/U5/aln68.tfa,0.0,0.0,0.881,0.760
muscle,benchmarks/bralibase/data-set1/U5/aln69.tfa,0.0,0.0,0.940,0.880
muscle,benchmarks/bralibase/data-set1/U5/aln7.tfa,0.0,0.0,0.627,0.380
muscle,benchmarks/bralibase/data-set1/U5/aln70.tfa,0.0,0.0,0.946,0.890
muscle,benchmarks/bralibase/data-set1/U5/aln71.tfa,0.0,0.0,0.909,0.770
muscle,benchmarks/bralibase/data-set1/U5/aln72.tfa,0.0,0.0,0.814,0.660
muscle,benchmarks/bralibase/data-set1/U5/aln73.tfa,0.0,0.0,0.869,0.690
muscle,benchmarks/bralibase/data-set1/U5/aln74.tfa,0.0,0.0,0.896,0.860
muscle,benchmarks/bralibase/data-set1/U5/aln75.tfa,0.0,0.0,0.735,0.580
muscle,benchmarks/bralibase/data-set1/U5/aln76.tfa,0.0,0.0,0.954,0.880
muscle,benchmarks/bralibase/data-set1/U5/aln77.tfa,0.0,0.0,0.844,0.750
muscle,benchmarks/bralibase/data-set1/U5/aln78.tfa,0.0,0.0,0.979,0.940
muscle,benchmarks/bralibase/data-set1/U5/aln79.tfa,0.0,0.0,0.913,0.850
muscle,benchmarks/bralibase/data-set1/U5/aln8.tfa,0.0,0.0,0.685,0.470
muscle,benchmarks/bralibase/data-set1/U5/aln80.tfa,0.0,0.0,0.989,0.970
muscle,benchmarks/bralibase/data-set1/U5/aln81.tfa,0.0,0.0,0.991,0.990
muscle,benchmarks/bralibase/data-set1/U5/aln82.tfa,0.0,0.0,0.974,0.940
muscle,benchmarks/bralibase/data-set1/U5/aln83.tfa,0.0,0.0,0.954,0.880
muscle,benchmarks/bralibase/data-set1/U5/aln84.tfa,0.0,0.0,0.940,0.840
muscle,benchmarks/bralibase/data-set1/U5/aln85.tfa,0.0,0.0,0.965,0.910
muscle,benchmarks/bralibase/data-set1/U5/aln86.tfa,0.0,0.0,0.979,0.970
muscle,benchmarks/bralibase/data-set1/U5/aln87.tfa,0.0,0.0,0.936,0.840
muscle,benchmarks/bralibase/data-set1/U5/aln88.tfa,0.0,0.0,0.914,0.820
muscle,benchmarks/bralibase/data-set1/U5/aln89.tfa,0.0,0.0,0.938,0.880
muscle,benchmarks/bralibase/data-set1/U5/aln9.tfa,0.0,0.0,0.539,0.310
muscle,benchmarks/bralibase/data-set1/U5/aln90.tfa,0.0,0.0,0.913,0.840
muscle,benchmarks/bralibase/data-set1/U5/aln91.tfa,0.0,0.0,0.928,0.880
muscle,benchmarks/bralibase/data-set1/U5/aln92.tfa,0.0,0.0,0.908,0.780
muscle,benchmarks/bralibase/data-set1/U5/aln93.tfa,0.0,0.0,0.921,0.880
muscle,benchmarks/bralibase/data-set1/U5/aln94.tfa,0.0,0.0,0.928,0.890
muscle,benchmarks/bralibase/data-set1/U5/aln95.tfa,0.0,0.0,0.907,0.840
muscle,benchmarks/bralibase/data-set1/U5/aln96.tfa,0.0,0.0,0.896,0.840
muscle,benchmarks/bralibase/data-set1/U5/aln97.tfa,0.0,0.0,0.896,0.750
muscle,benchmarks/bralibase/data-set1/U5/aln98.tfa,0.0,0.0,-1,-1
muscle,benchmarks/bralibase/data-set1/U5/aln99.tfa,0.0,0.0,-1,-1
